name,description,price,stock_quantity,image_url,weight,length,width,height,origin_zip,category_id
SAPATO SOCIAL CLASSE A 0352,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0352.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0363,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e detalhe prata
\n
\nCom cadarço e excelente calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0363.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0378,"Sapato social masculino feito à mão em couro bovino.
\n
\nNobuck preto
\n
\nCom cadarço e excelente calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0378.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0379,"Sapato social masculino feito à mão em couro bovino.
\n
\nNobuck preto
\n
\nCom cadarço e excelente calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0379.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0381,"Sapato social masculino feito à mão em couro bovino.
\n
\nLezard preto.
\n
\nCom cadarço e excelente calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0381.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0384,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e lezard preto.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0384.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0395,"Sapato social masculino feito à mão em couro bovino.
\n
\nEscovado marrom.
\n
\nCom cadarço e excelente calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0395.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0401,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto.
\n
\nCom cadarço e excelente calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0401.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0410,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e croco preto.
\n
\nCom cadarço e excelente calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0410.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0411,"Sapato social masculino feito à mão em couro bovino.
\n
\nLezard preto.
\n
\nCom cadarço e excelente calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0411.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0413,"Sapato social masculino feito à mão em couro bovino.
\n
\nAvestruz preto.
\n
\nCom cadarço e excelente calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0413.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0415,"Sapato social masculino feito à mão em couro bovino.
\n
\nCroco marrom.
\n
\nCom cadarço e excelente calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0415.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0419,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e croco bronze.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0419.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0459,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz preto e avestruz preto.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/A-0459.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
