name,description,price,stock_quantity,image_url,weight,length,width,height,origin_zip,category_id
SAPATO SOCIAL CLASSE A 0935,"Sapato social masculino feito à mão em couro bovino.
\n
\nCromo marrom.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-0935.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0940,"Sapato social masculino feito à mão em couro bovino.
\n
\nCamurça marrom.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-0940.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0941,"Sapato social masculino feito à mão em couro bovino.
\n
\nTrice azul.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-0941.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0947,"Sapato social masculino feito à mão em couro bovino.
\n
\nNobock branco e detalhe preto.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-0947.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0948,"Sapato social masculino feito à mão em couro bovino.
\n
\nNobock vinho e detalhe bege.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-0948.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0949,"Sapato social masculino feito à mão em couro bovino.
\n
\nCromo amarelo e detalhe preto.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-0949.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 0950,"Sapato social masculino feito à mão em couro bovino,
\n
\nNobock preto e detalhe vermelho.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-0950.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1006,"Sapato social masculino feito à mão em couro bovino.
\n
\nCroco azul.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1006.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1014,"Sapato social masculino feito à mão em couro bovino.
\n
\nCroco azul.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1014.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1015,"Sapato social masculino feito à mão em couro bovino.
\n
\nBrouchove vinho e preto.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1015.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1017,"Sapato social masculino feito à mão em couro bovino.
\n
\nTrice preto e verniz preto.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1017.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1018,"Sapato social masculino feito à mão em couro bovino.
\n
\nCromo preto.
\n
\nCom elastico nas laterais para melhor calce.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1018.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1023,"Sapato social masculino feito à mão em couro bovino.
\n
\nCromo preto e trice preto.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1023.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
SAPATO SOCIAL CLASSE A 1024,"Sapato social masculino feito à mão em couro bovino.
\n
\nVerniz marrom.
\n
\nO solado e a sua escolha conforme descrições, a fim de proporcionar maior conforto  e durabilidade.
\n
\n' IMAGENS ILUSTRATIVA ""
\n
\nPODE TER DIFERENÇAS NA TONALIDADE DO COURO
\n
\n&nbsp;
\n
\nOBS:
\n
\nAO ESCOHER SEU SAPATO PREFERIDO VERIFIQUE QUAL O TIPO DE BICO VOCÊ GOSTA, MAS NÃO ESQUEÇA DE VER A QUESTÃO DO SOLADO.
\n
\nEXEMPLO:
\n
\nOS DE BICO QUADRADO SOMENTE TEMOS A POSSIBILIDADE DE FAZER COM SOLADO EM ( TR ).
\n
\nOS DE BICO FINO TRADICIONAL PRODUZIMOS COM QUALQUER TIPO DE SOLADO.
\n
\nOS DE BICO ALONGADO SOMENTE NÃO PRODUZIMOS O COM SOLADO EM ( TR ).
\n
\nOS DE BICO EXTRA FINO TAMBÉM  NÃO PRODUZIMOS COM SOLADO EM ( TR ) OS DEMAIS SIM",360.0,0,"https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/B-1024.jpg.jpg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/TIPOS-DE-BICOS.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-QUADRADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-FINO-TRADICIONAL.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS.-BICO-ALONGADO.jpeg, https://classeafaria.com.br/wp-content/uploads/sites/7538/2025/08/POSIILIDADES-DE-SOLADOS-BICO-EXTRA-FINO.jpeg",1.0,33,11,12,82820-160,22
